City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
430,Coxim,BR,-18.5067,-54.76,74.66,90,96,8.46,overcast clouds
431,Isangel,VU,-19.55,169.2667,78.91,94,100,13.8,overcast clouds
432,Aykhal,RU,66.0,111.5,-21.82,100,90,3.69,overcast clouds
433,High Level,CA,58.5169,-117.136,-0.29,85,100,12.66,light snow
434,High Rock,BS,26.6208,-78.2833,62.62,57,100,10.07,overcast clouds
435,Traralgon,AU,-38.1833,146.5333,67.41,84,97,3.56,overcast clouds
436,Mount Gambier,AU,-37.8333,140.7667,62.51,100,100,2.3,fog
437,Norwich,GB,52.6278,1.2983,43.21,86,75,5.01,broken clouds
438,Ugoofaaru,MV,5.6667,73.0,81.64,75,40,13.47,scattered clouds
439,Tupik,RU,54.4253,119.9327,-9.27,94,100,3.24,overcast clouds
440,Mehran,IR,33.1222,46.1646,44.08,46,1,7.81,clear sky
441,Tsabong,BW,-26.0217,22.401,71.82,72,83,15.08,light rain
442,Watsa,CD,3.0372,29.5355,66.78,40,99,1.39,overcast clouds
443,Te Kauwhata,NZ,-37.4,175.15,75.38,28,98,6.26,overcast clouds
444,Asfi,MA,32.2994,-9.2372,63.14,52,39,6.6,scattered clouds
445,Kavieng,PG,-2.5744,150.7967,81.64,75,89,2.28,overcast clouds
446,Guaiuba,BR,-4.0397,-38.6372,81.84,83,100,2.84,overcast clouds
